Nº,Project,TestClassName,No. Methods,Vocabulary,Word,Strings,Numeric Literals,Comments,Special,Non Whithe Characters,No. Method Invoctions,No. Field Access,No. Primitives,AST size,Max Depth,Avg Depth,Avg Depth Squared,Avg Depth Triple,Deg2,Deg3,DegPerm,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Break,No. Continue,No. Conditions,No. Else,No. &&,No. ||,No. Ternary,Bad API,Junit,Hamcrest,Mockito
8197,checkstyle,SuperFinalizeCheckTest,2,17,22,164,0,0,73,525,5,0,1,46,9,3.0652173913043477,11.282608695652174,61.23913043478261,205,815,1115,19,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8198,checkstyle,FooCtorAlone,1,2,4,0,1,85,16,135,0,0,1,5,6,6.6,22.2,96.6,36,110,45,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,checkstyle,PublicNestedClassInInterfaceWithPublicConstructor,2,3,5,0,0,0,14,223,0,0,0,2,5,13.5,34.5,121.5,45,135,41,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8200,checkstyle,InterfaceScope,2,5,5,0,0,0,8,57,0,0,4,0,4,0,0,0,35,97,31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8201,checkstyle,bug1251988,0,2,3,0,1,0,11,41,0,0,1,0,6,0,0,0,29,73,26,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8202,checkstyle,FormatterType,1,9,11,0,0,69,36,233,1,0,0,5,6,12.8,34.8,129.2,136,730,5917,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,checkstyle,InputRedundantModifierFinalInAbstractMethods,3,8,12,0,0,0,12,205,0,0,3,0,5,0,0,0,152,756,1725,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204,checkstyle,IgnoredName,0,3,3,0,1,0,5,76,0,0,2,0,4,0,0,0,48,188,145,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8205,checkstyle,InputCustomImportOrderDefault,0,1,1,0,0,0,2,42,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,checkstyle,InputInterfaceMemberImpliedModifierNestedOnInterface,2,23,36,0,0,0,52,667,2,0,2,30,10,6.1,21.166666666666668,121.7,447,4203,2004311147,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8207,checkstyle,Main1,1,6,6,13,0,0,17,87,1,0,1,6,6,6.666666666666667,21.666666666666668,91.66666666666667,60,270,746,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,checkstyle,SeverityLevelTest,4,29,94,539,0,50,259,1876,31,0,4,209,11,2.3157894736842106,8.191387559808613,45.23444976076555,732,2732,6420,25,170,2,1,1,0,0,0,0,0,0,0,0,1,0,0
8209,checkstyle,InputCommentsIndentationInMultiblockStructures,1,5,34,0,0,0,186,974,0,0,1,213,8,2.295774647887324,7.103286384976526,27.507042253521128,942,14618,-775945908,14,66,16,16,0,0,0,4,4,0,0,0,0,0,0,0
8210,checkstyle,BlockTagUtil,2,37,91,67,8,281,259,1389,15,0,5,180,14,2.7666666666666666,11.055555555555555,79.03333333333333,790,3658,411597,29,132,0,0,1,0,0,3,1,0,0,0,0,0,0,0
8211,checkstyle,TestTopLevelNestedClass,1,9,13,0,7,0,34,150,0,0,4,38,11,3.289473684210526,16.289473684210527,121.71052631578948,119,331,127,19,25,0,0,1,0,0,1,1,0,0,0,0,0,0,0
8212,checkstyle,ClassDefHandler,8,49,136,55,2,353,311,2194,37,0,4,248,12,2.879032258064516,10.943548387096774,63.604838709677416,994,4882,479014385,32,221,0,0,0,0,0,8,5,0,0,0,0,0,0,0
8213,checkstyle,InputIllegalTypeStaticImports,3,10,13,0,0,0,19,210,1,0,2,9,6,8.333333333333334,22.77777777777778,83,147,723,1720,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,checkstyle,ScopeData,1,24,47,0,0,279,122,901,7,1,1,65,10,4.061538461538461,14.707692307692307,78.83076923076923,364,1602,42187,24,63,0,0,0,0,0,2,0,1,0,0,0,0,0,0
8215,checkstyle,InputImportControlFileName,0,1,1,0,0,0,2,43,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,checkstyle,JavadocTag,13,33,101,57,0,1219,367,2508,4,1,14,137,12,3.948905109489051,14.372262773722628,82.73722627737226,1231,12015,-2101722357,25,150,0,0,0,0,0,0,0,0,17,0,0,0,0,0
8217,checkstyle,FilterSetTest,4,20,49,74,3,0,115,749,18,0,4,104,10,3.0288461538461537,12.14423076923077,67.0673076923077,382,1438,1577,16,85,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8218,checkstyle,SuppressionXpathRegressionDeclarationOne,0,4,4,0,0,0,4,84,0,0,1,0,4,0,0,0,37,121,47,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,checkstyle,NoLineWrapCheck,4,27,50,14,0,865,244,1544,6,0,6,74,9,3.364864864864865,11.283783783783784,57.28378378378378,465,2651,3671095,25,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8220,checkstyle,ThrowsCountCheckTest,8,42,131,429,22,0,361,2380,35,0,9,323,10,2.51702786377709,8.826625386996904,44.55417956656347,1230,5394,39921363,25,250,1,1,0,0,0,0,0,0,0,0,0,1,0,1
8221,checkstyle,Valid_Name,0,1,1,0,0,0,3,17,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8222,checkstyle,InputClassFanOutComplexityExcludedPackagesCommonPackage,0,10,10,0,0,0,8,140,0,0,0,0,5,0,0,0,78,268,173,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,checkstyle,InnerAnonClass,0,4,4,0,0,0,8,59,0,0,0,0,5,0,0,0,13,25,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8224,checkstyle,InputNestedForDepth,1,16,35,0,20,271,117,530,0,0,8,101,16,2.7524752475247523,17.504950495049506,189.7029702970297,311,1153,5457,19,81,0,0,6,0,0,0,0,0,0,0,0,0,0,0
8225,checkstyle,InputAnnotationLocation,9,15,69,5,0,0,105,967,0,0,19,9,8,35.888888888888886,81.66666666666667,273.22222222222223,883,6141,958010286,14,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226,checkstyle,InputInterfaceIsType,1,6,6,0,0,53,21,162,0,0,2,0,5,0,0,0,46,166,141,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8227,checkstyle,UncommentedMainCheckTest,9,47,159,525,0,0,372,2834,44,0,8,341,10,2.601173020527859,9.228739002932551,47.04692082111437,1298,5974,479007570,24,263,1,1,0,0,0,0,0,0,0,0,0,1,0,1
8228,checkstyle,FooIfClass,11,32,129,788,12,0,480,3416,51,0,20,332,16,2.9457831325301207,12.433734939759036,93.01807228915662,1489,7661,41019119,19,307,0,0,0,0,0,6,0,1,3,0,0,0,0,0
8229,checkstyle,InputFinalLocalVariableBreak,2,9,36,0,10,0,105,426,2,0,7,125,11,2.696,11.272,67.352,481,4053,2004310376,23,70,0,0,0,5,0,5,2,0,0,0,0,0,0,0
8230,checkstyle,InputHideUtilityClassConstructorDesignForExtension,16,31,53,198,3,65,160,1290,10,0,14,71,9,5,16.211267605633804,75.3943661971831,837,7763,-898431374,22,78,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8231,checkstyle,SuppressElement,7,47,198,0,0,1293,527,3737,32,0,6,312,14,3.358974358974359,12.935897435897436,81.07051282051282,1978,17958,-479122661,29,324,0,0,0,0,0,7,5,12,16,0,0,0,0,0
8232,checkstyle,FooForExtend,0,1,1,0,0,0,2,19,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8233,checkstyle,NotAnAbstractClass,0,1,1,0,0,0,2,32,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8234,checkstyle,InputImportOrderStaticGroupsTopSeparated,0,1,1,0,0,0,2,53,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8235,checkstyle,SuppressionXpathRegressionOneStatementPerLineTwo,1,6,11,0,3,0,28,138,0,0,4,24,8,3.2083333333333335,11.375,59.708333333333336,110,450,891,14,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8236,checkstyle,RequireThisCheckTest,24,79,616,3611,2,0,2482,12867,210,0,23,1643,11,2.0943396226415096,6.4169202678028,29.669506999391356,8638,127912,152072964,27,1400,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8237,checkstyle,InputSingleSpaceSeparatorComments,1,6,6,0,3,19,19,102,0,0,5,6,6,8.5,24.166666666666668,93.5,82,338,776,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8238,checkstyle,TagParser,15,54,350,15,13,2735,924,6041,70,2,24,576,16,3.1128472222222223,12.803819444444445,86.73784722222223,2702,15252,2008764040,35,533,0,0,6,0,0,7,3,10,4,0,0,0,0,0
8239,checkstyle,InputCustomImportOrderCompareImports,0,1,1,0,0,0,2,49,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8240,checkstyle,TestHashCodeMethod,8,13,19,0,10,0,63,460,0,0,11,19,6,8.789473684210526,24.57894736842105,89.63157894736842,355,2235,39917547,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,checkstyle,InputGenericWhitespaceAtStartOfTheLine,1,8,11,18,0,0,27,187,2,0,0,15,7,4.2,14.6,67.4,71,237,165,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8242,checkstyle,SuppressionsLoader,10,87,373,1192,0,2873,1217,9383,41,2,1,524,11,3.3606870229007635,10.09732824427481,46.58587786259542,4917,81867,483917536,32,487,3,6,0,0,0,4,1,6,0,0,0,0,0,0
8243,checkstyle,VisibilityModifierCheckTest,27,78,667,5273,0,365,2550,15649,227,0,29,1713,10,2.200233508464682,6.9848219497956805,32.56450671336836,7339,62767,-1855783044,28,1441,1,1,0,0,0,0,0,0,0,0,0,1,0,1
8244,checkstyle,BarException4TC,0,2,2,0,0,0,2,38,0,0,0,0,3,0,0,0,5,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8245,checkstyle,NoSuperClone,1,3,3,0,0,0,7,51,0,0,0,3,5,7,21,79,23,75,34,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8246,checkstyle,AnonymousClassWithInitializer,1,3,4,0,0,0,16,78,0,0,1,12,12,7,54.833333333333336,508,26,52,24,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8247,checkstyle,AssertGeneratedJavaLexer,8,37,93,104,6,0,189,1503,10,0,18,171,12,3.391812865497076,11.988304093567251,66.09356725146199,1115,8147,2008101846,36,147,1,1,0,0,0,3,1,1,0,0,0,1,0,1
8248,checkstyle,AssignClass3,3,9,83,0,72,0,263,528,0,0,9,297,10,2.053872053872054,5.441077441077441,21.306397306397308,2194,42446,1967129123,16,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8249,checkstyle,Folder,0,4,4,0,0,0,5,42,0,0,0,0,5,0,0,0,13,25,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250,checkstyle,NegativeOctalHex,0,9,9,0,8,35,24,414,0,0,8,0,4,0,0,0,204,1280,3628898,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8251,checkstyle,CliOptions,0,15,19,0,0,415,99,781,0,0,5,0,5,0,0,0,423,4105,2004310349,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8252,checkstyle,InnerAnnotSingleLine,0,5,5,0,0,0,9,90,0,0,0,0,5,0,0,0,16,32,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8253,checkstyle,InputVariableDeclarationUsageDistanceAnonymous,3,10,15,16,0,0,40,264,4,0,3,37,11,3.3783783783783785,17.16216216216216,127.91891891891892,139,521,365,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,checkstyle,PublicMethodsInnerInterface,5,6,6,0,0,230,55,398,0,0,5,0,3,0,0,0,146,856,40541,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8255,checkstyle,InputIndentationAnnotationClosingParenthesisEndsInSameIndentationAsOpening,0,5,7,0,0,0,12,160,0,0,0,0,6,0,0,0,36,100,44,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,checkstyle,XXX,1,2,2,0,0,13,12,45,0,0,1,1,3,12,20,42,40,224,729,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,checkstyle,InputRedundantImport_UnnamedPackage,0,5,5,0,0,0,6,89,0,0,1,0,4,0,0,0,47,165,68,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,checkstyle,XpathMapperTest,46,147,1343,4416,21,0,2764,22074,323,0,44,2929,14,2.2447934448617275,7.465005121201775,39.38989416182998,12209,157261,526662900,35,2018,3,3,2,1,0,1,0,0,0,0,0,1,0,0
8259,checkstyle,InputAnnotationLocationCorrect,8,13,67,0,0,0,95,929,0,0,19,8,8,39.25,89.75,302.5,855,5979,958006441,13,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8260,checkstyle,SuppressionXpathRegressionNestedTryDepth,1,4,8,0,0,0,24,143,0,0,1,25,12,4.4,28.88,251.84,67,169,69,10,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
8261,checkstyle,ConvertUtilsBeanStub,2,10,15,0,0,0,25,247,0,0,3,12,6,6.75,18.25,65.25,158,846,10158,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8262,checkstyle,FooReturnClass,13,33,126,714,12,0,449,3369,49,0,22,311,16,3.112540192926045,13.594855305466238,103.12540192926045,1450,7556,41019077,18,296,0,0,0,0,0,0,0,1,3,0,0,0,0,0
8263,checkstyle,InputImportOrderStaticGroupSeparated,1,2,2,0,0,0,6,63,0,0,1,1,3,10,18,40,18,54,17,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8264,checkstyle,LineWrappingHandler,14,97,443,0,6,2950,951,8509,91,0,24,745,15,2.822818791946309,11.244295302013423,73.42147651006711,3178,18488,-894515360,36,623,0,0,8,1,0,15,4,6,6,0,0,0,0,0
8265,checkstyle,SuppressionXpathRegressionNPathComplexityTwo,0,4,6,0,3,0,26,152,2,0,1,0,8,0,0,0,59,145,49,12,13,0,0,0,0,0,2,2,0,0,0,0,0,0,0
8266,checkstyle,InputRightCurlyTryResource,1,8,60,0,0,0,113,791,0,0,2,181,9,2.43646408839779,8.558011049723756,39.56353591160221,439,1579,363246,15,96,8,4,0,0,0,0,0,0,0,0,0,0,0,0
8267,checkstyle,DetailNodeTreeStringPrinter,8,64,192,128,4,975,496,3662,56,0,1,329,19,3.1003039513677813,15.945288753799392,153.6838905775076,1529,8401,1932559240,29,294,0,0,2,0,0,5,4,0,0,0,0,0,0,0
8268,checkstyle,EmptyBlocks,3,8,95,0,30,0,340,1010,0,0,27,282,11,2.099290780141844,5.702127659574468,26.886524822695037,1749,19797,1599669782,25,159,0,0,27,0,0,18,9,0,0,0,0,0,0,0
8269,checkstyle,NestedInterfacePublic,0,1,1,0,0,0,2,38,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8270,checkstyle,XmlLoader,7,49,122,119,0,1447,324,3421,18,1,4,146,10,3.732876712328767,11.08904109589041,50.62328767123287,1211,7933,480510735,28,161,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8271,checkstyle,JavadocTagInfoTest,15,99,676,1985,0,0,1302,9410,157,0,35,1423,12,2.2115249472944485,7.486296556570625,37.29655657062544,5221,32661,1333404652,26,1082,4,4,12,0,0,0,0,0,0,0,0,1,0,0
8272,checkstyle,InputParameterNameCatchOnly,3,9,10,0,5,40,41,270,1,0,3,29,8,3.2758620689655173,11.206896551724139,55.206896551724135,122,440,811,20,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8273,checkstyle,InputIllegalTypeGregorianCalendar,0,2,2,0,0,0,4,64,0,0,0,0,3,0,0,0,10,28,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8274,checkstyle,VisibilityModifierCheck,37,172,786,585,3,11490,2797,22905,147,2,44,1201,15,3.349708576186511,13.186511240632806,83.21315570358036,9423,257285,-2098247837,47,1128,0,0,8,7,0,21,3,29,17,0,0,0,0,0
8275,checkstyle,InputRedundantModifierIt,10,18,22,0,3,692,184,1248,0,0,17,7,6,24,48.285714285714285,140.57142857142858,722,5882,1936057880,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,checkstyle,InputSuppressWarningsConstants,1,9,21,11,0,0,37,309,0,0,1,45,9,3.0444444444444443,11.266666666666667,61.17777777777778,163,559,382,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8277,checkstyle,NormalFinalizer,2,4,6,0,0,0,21,130,1,0,2,11,8,5.454545454545454,22.90909090909091,129.27272727272728,71,293,268,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8278,checkstyle,InputIndentationUseTabs,1,4,9,0,2,464,102,610,2,0,1,24,10,3.5,18,130,83,253,98,18,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8279,checkstyle,PublicInnerInnerPublicInterface,1,2,3,0,0,0,8,145,0,0,0,1,4,15,35,105,22,62,20,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,checkstyle,DescriptiveErrorListener,3,36,65,0,0,836,182,1782,6,1,8,94,13,3.7127659574468086,15.75531914893617,112.67021276595744,625,4095,482632388,31,86,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8281,checkstyle,InputReturnCountLambda,5,23,52,0,11,0,171,846,14,0,3,109,12,4.73394495412844,24.220183486238533,172.40366972477065,431,1595,363219,20,99,0,0,0,0,0,6,6,0,0,0,0,0,0,0
8282,checkstyle,YYYYYY,0,6,13,0,0,39,41,188,0,0,0,0,6,0,0,0,159,805,5950,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8283,checkstyle,EqualsAvoidNullCheckTest,6,29,276,1197,0,0,1294,6585,119,0,5,659,9,1.9393019726858878,5.183611532625189,20.22154779969651,6170,236220,367219,20,620,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8284,checkstyle,InputInterfaceMemberImpliedModifierMethodsOnInterfaceNested,8,10,10,0,0,0,32,354,0,0,8,4,4,14.5,23,47.5,250,1862,39917167,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8285,checkstyle,InputAvoidEscapedUnicodeCharacters,3,14,38,166,0,0,111,665,0,0,3,87,6,2.5402298850574714,6.011494252873563,18.471264367816094,362,1522,45644,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,checkstyle,InputParenPadLambdaOnlyWithSpace,1,20,72,0,0,0,130,490,14,0,1,1,10,431,1817,10031,364,1152,40580,14,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8287,checkstyle,InputOneStatementPerLineSingleLine,19,55,121,40,31,1590,506,3013,13,0,32,256,8,3.34765625,10.40234375,44.17578125,1979,30905,1409294249,31,217,0,0,6,1,0,1,0,0,0,0,0,0,0,0
8288,checkstyle,InputImportOrder_Under,0,1,1,0,0,0,3,35,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8289,checkstyle,ClassContext,9,61,165,13,1,1093,403,3367,34,4,15,255,12,3.3019607843137253,12.533333333333333,72.21960784313725,1410,9424,-288505653,34,233,0,0,2,1,0,7,0,1,1,0,0,0,0,0
8290,checkstyle,FunctionWithOneParameter,1,5,7,0,0,0,8,83,0,0,0,0,5,0,0,0,40,140,62,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8291,checkstyle,MissingCtorCheck,4,22,40,14,0,246,129,848,8,0,5,62,10,3.9516129032258065,14.661290322580646,81.2741935483871,397,2141,3630757,27,66,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8292,checkstyle,BeforeExecutionFileFilter,1,5,6,0,0,185,26,272,0,0,1,0,5,0,0,0,47,199,157,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8293,checkstyle,TagInfo,4,9,32,0,0,401,117,733,0,3,0,28,7,5.928571428571429,15.642857142857142,56.714285714285715,386,2544,39922657,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8294,checkstyle,InputOneTopLevelClassNoPublic2,0,1,1,0,0,0,2,37,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8295,checkstyle,SynchronizedHandler,5,31,62,14,0,676,171,1640,15,0,4,87,10,3.689655172413793,13.873563218390805,77,541,2991,3644622,28,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8296,checkstyle,BooleanExpressionComplexityCheckTest,5,36,84,349,10,0,225,1743,21,0,4,196,10,2.566326530612245,9.11734693877551,47.75,747,3069,43562,25,152,1,1,0,0,0,0,0,0,0,0,0,1,0,1
8297,checkstyle,ParseTreeTablePresentation,18,81,302,53,20,2386,869,6203,40,1,19,556,14,3.318345323741007,13.81115107913669,88.7751798561151,3661,43297,-254099176,46,459,0,0,2,16,0,7,5,6,0,0,0,0,0,0
8298,checkstyle,Boo,1,3,4,0,0,0,7,32,0,0,0,0,4,0,0,0,15,37,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,checkstyle,VVVV,0,1,1,0,0,13,8,28,0,0,0,0,2,0,0,0,4,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8300,checkstyle,TryHandler,8,51,166,31,1,1070,387,3554,50,0,5,288,14,3.1458333333333335,13.6875,92.64583333333333,1190,5894,479056119,31,248,0,0,1,0,0,9,4,0,1,0,0,0,0,0
8301,checkstyle,InputJavadocPackageHtmlIgnored,0,1,1,0,0,0,2,37,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,checkstyle,OverrideClass,1,3,3,34,0,0,21,86,0,0,0,8,6,3.875,12.875,57.125,48,200,158,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8303,checkstyle,MyClassWithGenericSuperMethod,2,10,14,0,0,89,31,224,0,0,1,4,9,22,94.5,571,109,497,5110,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,checkstyle,InputImportOrder_HonorsTokensProperty,0,1,1,0,0,0,3,50,0,0,0,0,2,0,0,0,4,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8305,checkstyle,SupplierFunction,0,4,6,0,0,0,9,60,0,0,0,0,5,0,0,0,27,67,25,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8306,checkstyle,InputAnnotations10,1,13,17,7,1,0,38,233,0,0,1,21,9,5.0476190476190474,19.333333333333332,110.47619047619048,131,479,832,20,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8307,checkstyle,WithInner,27,20,68,0,0,82,156,1906,0,0,30,9,9,47,103.88888888888889,381,1828,15260,-318352227,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,checkstyle,InputAnnotationUseStyleDifferentStyles,0,7,7,2,0,0,17,116,0,0,0,0,6,0,0,0,44,160,140,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8309,checkstyle,InputJavadocMethodScopeInnerInterfaces,8,16,35,64,0,0,79,603,0,0,8,0,5,0,0,0,439,2887,479004045,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8310,checkstyle,InputAnnotations11,0,3,3,0,0,0,5,37,0,0,0,0,4,0,0,0,9,17,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8311,checkstyle,ExplicitInitializationCheckTest,4,26,108,792,6,0,541,2433,42,0,3,304,9,1.9407894736842106,5.368421052631579,22.80263157894737,1477,11785,113278503,21,283,0,0,0,0,0,0,0,0,0,0,0,1,0,1
8312,checkstyle,DefinitionsTest,1,7,7,25,0,0,17,199,2,0,1,11,9,5.454545454545454,27.636363636363637,186.54545454545453,69,303,756,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8313,checkstyle,EmptyImplement,0,1,1,0,0,0,2,25,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314,checkstyle,BlockCommentPosition,18,56,348,0,3,2225,846,7205,90,0,22,545,13,2.9614678899082567,11.644036697247707,70.61284403669725,2692,20504,-522164407,24,566,0,0,3,0,0,0,0,47,13,0,0,0,0,0
8315,checkstyle,InputFullIdentTestArrayType,0,2,2,0,0,0,7,61,0,0,1,0,4,0,0,0,28,82,26,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8316,checkstyle,InputNoFinalizerHasFinalizer,4,9,15,4,0,0,33,214,2,0,4,33,12,3.9696969696969697,22.87878787878788,192.6969696969697,141,521,364,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317,checkstyle,InputHideUtilityClassConstructor,1,1,2,0,0,0,6,90,0,0,0,1,3,10,18,40,18,54,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8318,checkstyle,ValidName,0,1,1,0,0,0,2,16,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8319,checkstyle,JavadocPackageCheck,4,35,71,129,2,454,220,1598,12,1,6,119,12,3.764705882352941,14.470588235294118,87.36134453781513,730,4518,1932097184,31,108,1,1,0,0,0,4,1,0,1,0,0,0,0,0
8320,checkstyle,InputHiddenFieldReceiver,2,3,7,0,0,0,13,170,0,0,1,2,5,16.5,40.5,136.5,77,343,286,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8321,checkstyle,InputMethodNameEqualClassName,6,4,9,0,5,110,47,462,0,0,6,25,10,5,22.28,143.24,172,776,5234,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8322,checkstyle,CommentsIndentationCheck,44,163,1138,86,6,8961,3123,24806,273,0,50,2055,15,2.821411192214112,11.403406326034064,72.52944038929441,9562,160156,489815,44,1800,0,0,13,2,0,50,21,53,64,0,0,0,0,0
8323,checkstyle,NestedNestedInterface,0,1,1,0,0,0,2,32,0,0,0,0,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8324,checkstyle,InputFileTabCharacterSimple,8,51,61,4,27,731,287,1672,0,0,46,98,8,4.591836734693878,10.26530612244898,33.91836734693877,1650,21526,-286688029,25,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0
8325,checkstyle,InputNoWhitespaceAfterFormerNpe,1,2,2,0,1,0,11,83,0,0,2,7,7,5.428571428571429,21.714285714285715,114.28571428571429,39,117,47,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8326,checkstyle,InputFinalParameters,23,36,107,2,0,547,283,1703,5,0,18,133,11,4.81203007518797,17.218045112781954,92.42105263157895,1284,12346,-1195111929,25,130,1,4,0,0,0,0,0,0,0,0,0,0,0,0
8327,checkstyle,XpathRegressionDefaultComesLastTest,3,30,66,593,0,0,217,1712,12,0,2,143,11,2.895104895104895,11.664335664335665,71.24475524475524,554,2252,8010,23,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8328,checkstyle,MissingSwitchDefaultCheck,5,25,49,24,0,675,184,1478,8,0,7,84,10,3.75,13.845238095238095,75.96428571428571,511,2911,39923851,32,77,0,0,1,1,0,2,0,0,0,0,0,0,0,0
