Nº,Project,TestClassName,No. Tests,Vocabulary,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Sum Depths,Avg Depth,Branching,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito
1039,RxJava,OnBackpressureBufferStrategySubscriber,0,69,2617,41,490,14,1477,3.0142857142857142,1.8693877551020408,38,358,1,1,2,22,3,0,0,0,0
1040,RxJava,ObservableScanTest,15,115,7497,180,1705,19,4575,2.6832844574780057,1.2217008797653959,28,1093,1,0,0,0,0,0,6,0,0
1041,RxJava,Iterator,0,20,611,6,63,11,245,3.888888888888889,1.492063492063492,27,60,1,0,0,3,0,0,0,0,0
1042,RxJava,FlowableMergeWithSingle,0,89,4868,61,773,16,2409,3.1164294954721865,2.094437257438551,40,630,0,0,2,26,8,0,0,0,0
1043,RxJava,IntervalRangeSubscriber,0,39,1097,13,133,14,521,3.917293233082707,2.172932330827068,27,131,0,0,0,6,1,0,0,0,0
1044,RxJava,XMapYPerf,0,90,10624,107,1586,15,5354,3.3757881462799495,2.89281210592686,29,1180,0,0,0,0,0,0,0,0,0
1045,RxJava,FlowableElementAt,0,40,1584,12,186,15,797,4.28494623655914,2.725806451612903,31,192,0,0,0,7,2,0,0,0,0
1046,RxJava,ResourceCompletableObserver,0,32,3145,9,47,8,257,5.468085106382978,4.957446808510638,26,93,0,0,0,2,0,0,0,0,0
1047,RxJava,TestingDeferredScalarSubscriber,0,21,480,3,30,8,191,6.366666666666666,3.9,21,40,0,0,0,0,0,0,0,0,0
1048,RxJava,MaybeObserveOn,0,38,1592,15,150,11,673,4.486666666666666,3.3266666666666667,30,177,0,0,0,3,2,0,0,0,0
1049,RxJava,SequenceEqualTckTest,0,13,274,4,20,8,97,4.85,3.2,13,30,0,0,0,0,0,0,0,0,0
1050,RxJava,QueueDrainSubscriberPad3,0,4,135,0,0,6,31,0,0,10,6,0,0,0,0,0,0,0,0,0
1051,RxJava,QueueDrainSubscriberPad2,0,17,190,0,0,4,64,0,0,10,17,0,0,0,0,0,0,0,0,0
1052,RxJava,VolatileSizeArrayListTest,1,46,2094,102,551,11,1117,2.027223230490018,3.3375680580762253,25,443,0,0,4,0,0,8,39,0,0
1053,RxJava,FlowableOnBackpressureBuffer,0,77,3413,42,534,16,1873,3.50749063670412,2.144194756554307,38,439,1,1,2,27,7,0,0,0,0
1054,RxJava,SingleElementObserver,0,25,942,10,122,10,467,3.8278688524590163,2.4508196721311477,27,119,0,0,0,6,1,0,0,0,0
1055,RxJava,QueueDrainSubscriberPad0,0,16,145,0,0,4,61,0,0,9,16,0,0,0,0,0,0,0,0,0
1056,RxJava,ObservableTakeLastTimedTest,13,78,5651,188,1127,15,2542,2.2555456965394853,1.8633540372670807,27,912,0,0,1,0,0,0,0,0,0
1057,RxJava,DeferredScalarSubscription,0,48,3795,26,289,18,1076,3.7231833910034604,2.685121107266436,34,251,0,0,2,16,0,0,0,0,0
1058,RxJava,DisposeConsumer,0,10,228,1,13,7,108,8.307692307692308,4.769230769230769,18,25,0,0,0,0,0,0,0,0,0
1059,RxJava,CountObserver,0,23,742,6,72,9,341,4.736111111111111,3.1666666666666665,22,90,0,0,0,1,0,0,0,0,0
1060,RxJava,ResourceObserver,0,37,3210,9,47,8,263,5.595744680851064,5.212765957446808,27,106,0,0,0,2,0,0,0,0,0
1061,RxJava,ParallelFlowable,0,145,30088,146,1196,11,5087,4.253344481605351,4.153010033444816,38,1656,1,1,1,2,0,0,0,0,0
1062,RxJava,DoOnDisposeObserver,0,31,845,11,90,11,408,4.533333333333333,2.9,28,102,1,1,0,2,0,0,0,0,0
1063,RxJava,ResourceMaybeObserver,0,36,3474,9,47,8,266,5.659574468085107,5.25531914893617,27,108,0,0,0,2,0,0,0,0,0
1064,RxJava,FlowableConcatArray,0,46,2032,18,332,20,1304,3.927710843373494,1.6506024096385543,36,273,0,0,1,11,5,0,0,0,0
1065,RxJava,MaybeEqualTest,2,18,375,9,66,15,228,3.4545454545454546,1.4393939393939394,17,52,0,0,0,0,0,0,0,0,0
1066,RxJava,QueueDrainSubscriberPad4,0,17,182,0,0,4,64,0,0,10,17,0,0,0,0,0,0,0,0,0
1067,RxJava,FlowableFromIterableTest,43,187,15270,328,3157,20,8938,2.831168831168831,1.4197022489705418,40,2143,4,3,8,5,0,0,11,0,0
1068,RxJava,FlowablePublishMulticast,0,124,7417,87,1287,21,4120,3.201243201243201,1.7218337218337219,52,1012,2,2,9,48,7,0,0,0,0
1069,RxJava,BadObservableDoubleOnX,0,24,577,10,55,9,233,4.236363636363636,2.2545454545454544,19,58,1,1,0,0,0,0,0,0,0
1070,RxJava,FutureSingleObserver,0,44,1924,25,250,12,878,3.512,2.292,34,221,0,0,2,13,0,0,0,0,0
1071,RxJava,ScheduledReplaySupplier,0,13,458,0,37,8,194,5.243243243243243,3.6486486486486487,19,49,0,0,0,0,0,0,0,0,0
1072,RxJava,ObservableEventStream,0,42,1646,19,183,11,694,3.7923497267759565,2.0327868852459017,31,186,1,1,0,0,0,0,0,0,0
1073,RxJava,TestFlowable,0,25,724,9,106,18,431,4.066037735849057,1.3773584905660377,29,93,1,1,1,0,0,0,0,0,0
1074,RxJava,ObservableTimeInterval,0,34,1292,10,135,10,663,4.911111111111111,3.2222222222222223,25,167,0,0,0,1,0,0,0,0,0
1075,RxJava,ObservableDistinctUntilChanged,0,41,1495,10,185,12,833,4.5027027027027025,2.2216216216216216,31,191,1,1,1,7,1,0,1,0,0
1076,RxJava,BlockingLastObserver,0,11,262,1,17,6,93,5.470588235294118,3.9411764705882355,18,26,0,0,0,0,0,0,0,0,0
1077,RxJava,SingleEmitter,0,24,2939,0,0,5,101,0,0,15,87,0,0,0,0,0,0,0,0,0
1078,RxJava,SingleEqualsTest,1,17,362,8,55,13,178,3.2363636363636363,1.0363636363636364,18,43,1,0,0,0,0,0,0,0,0
1079,RxJava,SpscLinkedArrayQueue,0,84,6348,77,802,12,2419,3.016209476309227,2.57356608478803,34,668,0,0,2,10,5,0,0,0,0
1080,RxJava,PublishAsyncEmitterNoCancel,0,23,811,10,107,13,405,3.7850467289719627,2.2803738317757007,20,98,0,0,0,0,0,0,0,0,0
1081,RxJava,MaybeDoFinally,0,37,1421,16,124,12,613,4.943548387096774,3.379032258064516,29,148,1,1,0,2,0,0,0,0,0
1082,RxJava,MaybeFromAction,0,26,633,11,79,13,314,3.9746835443037973,1.7468354430379747,29,73,1,1,0,3,1,0,0,0,0
1083,RxJava,TruePredicate,0,6,106,0,3,5,40,13.333333333333334,9,12,9,0,0,0,0,0,0,0,0,0
1084,RxJava,FlowableDoAfterNext,0,38,1888,17,206,13,985,4.781553398058253,2.1650485436893203,33,209,3,3,0,6,1,0,3,0,0
1085,RxJava,SingleTakeUntil,0,51,2603,29,273,13,1146,4.197802197802198,2.4395604395604398,31,292,0,0,0,8,0,0,0,0,0
1086,RxJava,MapObserver,0,29,709,9,89,10,360,4.044943820224719,2.134831460674157,29,91,1,1,0,2,0,0,1,0,0
1087,RxJava,FlowableDoOnSubscribeTest,3,37,1844,47,373,19,1054,2.8257372654155497,1.2412868632707774,18,237,0,0,0,0,0,0,8,0,0
1088,RxJava,TestConnectableFlowable,0,14,348,0,10,7,135,13.5,11.4,18,28,0,0,0,0,0,0,0,0,0
1089,RxJava,TimeoutFallbackSubscriber,0,63,2563,36,358,12,1195,3.3379888268156424,1.994413407821229,33,319,1,1,0,11,2,0,0,0,0
1090,RxJava,TestASynchronousFlowable,0,16,315,4,38,13,184,4.842105263157895,1.605263157894737,19,35,0,0,0,0,0,0,0,0,0
1091,RxJava,UnicastProcessorAsPublisherTckTest,0,27,572,9,93,16,316,3.3978494623655915,1.043010752688172,28,66,1,1,2,1,0,0,0,0,0
1092,RxJava,CompletableFromObservableObserver,0,15,372,3,25,7,163,6.52,5.2,18,43,0,0,0,0,0,0,0,0,0
1093,RxJava,TakeLastTimedSubscriber,0,68,2651,40,480,14,1535,3.1979166666666665,2.0416666666666665,37,388,0,0,3,19,4,0,0,0,0
1094,RxJava,WhenReceiver,0,36,1058,12,101,11,465,4.603960396039604,3.603960396039604,26,119,0,0,1,3,0,0,0,0,0
1095,RxJava,ObservableDelay,0,44,1989,15,232,11,1061,4.573275862068965,3.168103448275862,31,265,2,0,0,2,1,0,0,0,0
1096,RxJava,DetachCompletableObserver,0,18,812,6,101,9,345,3.4158415841584158,1.9405940594059405,22,99,0,0,0,3,0,0,0,0,0
1097,RxJava,ObservableBufferTest,97,300,47682,1272,9417,21,25039,2.6589147286821704,1.789848146968249,44,6848,5,1,3,17,8,0,51,0,0
1098,RxJava,ConcatMapMaybeObserver,0,23,587,5,37,7,235,6.351351351351352,5.297297297297297,21,60,0,0,0,0,0,0,0,0,0
1099,RxJava,LinkedQueueNode,0,16,523,5,37,7,219,5.918918918918919,4.513513513513513,22,47,0,0,0,0,0,0,0,0,0
1100,RxJava,SafeSubscriberWithPluginTest,10,46,5193,28,892,15,2902,3.2533632286995515,1.0448430493273542,29,524,2,2,0,5,0,0,1,0,0
1101,RxJava,FlowableDoFinally,0,57,3624,41,446,14,1879,4.213004484304933,2.8228699551569507,37,455,2,2,0,13,1,0,0,0,0
1102,RxJava,JoinSubscription,0,112,5216,90,876,19,2671,3.0490867579908674,2.2363013698630136,40,698,4,4,4,21,7,0,4,0,0
1103,RxJava,MaybeFlatMapSingleTest,10,43,2880,49,521,18,1792,3.439539347408829,1.163147792706334,26,334,0,0,0,2,0,0,0,0,0
1104,RxJava,FlowableFlatMapSingleTest,28,132,9960,237,2015,22,6296,3.1245657568238214,1.4719602977667494,38,1413,2,0,2,2,0,0,6,0,0
1105,RxJava,ObservableIntervalTest,3,26,498,11,85,10,245,2.8823529411764706,1.9529411764705882,18,75,0,0,0,0,0,0,0,0,0
1106,RxJava,CompletableUsing,0,53,2945,34,396,16,1484,3.7474747474747474,1.702020202020202,33,338,7,7,0,10,2,0,0,0,0
1107,RxJava,WindowExactBoundedObserver,0,80,4056,58,714,17,2084,2.918767507002801,1.7394957983193278,37,544,0,0,2,25,7,0,0,0,0
1108,RxJava,FlowableConcatMapCompletableTest,17,103,6369,183,1202,19,3411,2.8377703826955076,1.2936772046589018,33,852,2,0,2,2,0,0,19,0,0
1109,RxJava,SingleDeferTest,1,16,257,4,64,14,206,3.21875,0.890625,23,40,0,0,1,0,0,0,0,0,0
1110,RxJava,ObservableLastSingle,0,33,1443,8,149,13,680,4.563758389261745,2.6912751677852347,29,171,0,0,0,3,2,0,0,0,0
1111,RxJava,ParallelRunOn,0,90,5548,69,946,15,3116,3.2938689217758985,1.76215644820296,47,754,0,0,5,42,4,0,0,0,0
1112,RxJava,MaybeEqualSingle,0,54,2554,24,276,16,1309,4.742753623188406,2.539855072463768,37,308,1,1,0,4,3,0,0,0,0
1113,RxJava,FlowableOnBackpressureDropTest,8,84,3345,73,611,14,1842,3.0147299509001635,1.3715220949263502,33,440,0,0,2,1,0,0,7,0,0
1114,RxJava,SchedulerTest,16,90,6031,89,1093,19,3115,2.849954254345837,1.3064958828911253,35,763,2,0,2,0,0,0,30,0,0
1115,RxJava,SingleUsing,0,56,2839,33,401,16,1594,3.975062344139651,1.798004987531172,33,350,7,7,0,10,2,0,0,0,0
1116,RxJava,WindowBoundaryTckTest,0,23,348,9,31,11,150,4.838709677419355,1.935483870967742,17,45,0,0,0,0,0,0,0,0,0
1117,RxJava,MulticastSubscription,0,32,876,12,132,13,526,3.984848484848485,1.9545454545454546,28,126,0,0,1,8,0,0,0,0,0
1118,RxJava,EmptyIntQS,0,15,382,0,12,5,126,10.5,12.5,17,33,0,0,0,0,0,0,0,0,0
1119,RxJava,SubscriptionArbiterTest,9,45,2505,49,448,10,1082,2.4151785714285716,1.2142857142857142,22,347,2,0,0,0,0,0,12,0,0
1120,RxJava,SingleResumeNext,0,38,1618,12,127,12,773,6.086614173228346,3.078740157480315,28,159,1,1,0,1,0,0,0,0,0
1121,RxJava,FlowableTimerTest,13,120,6481,175,1284,21,3097,2.411993769470405,1.7749221183800623,36,962,3,1,3,1,0,0,2,0,0
1122,RxJava,AbstractFlowableWithUpstream,0,10,613,1,14,7,122,8.714285714285714,6.428571428571429,22,33,0,0,0,0,0,0,0,0,0
1123,RxJava,CompletableDoOnEvent,0,24,915,9,96,12,434,4.520833333333333,2.1770833333333335,23,100,2,2,0,0,0,0,0,0,0
1124,RxJava,BlockingObservableToIteratorTest,7,56,2049,48,345,15,1038,3.008695652173913,1.046376811594203,30,254,1,1,1,0,0,0,13,0,0
1125,RxJava,OnCompletedAction,0,8,326,2,25,8,129,5.16,2.12,17,30,1,0,0,0,0,0,0,0,0
1126,RxJava,AtomicThrowableTest,1,9,190,6,27,8,84,3.111111111111111,1,13,23,0,0,0,0,0,0,3,0,0
1127,RxJava,BlockingObservableMostRecentTest,5,54,1908,68,374,11,931,2.4893048128342246,1.2566844919786095,32,300,2,2,2,0,0,0,21,0,0
1128,RxJava,FlowableScan,0,41,1425,15,184,13,785,4.266304347826087,2.527173913043478,30,193,1,1,0,5,1,0,0,0,0
1129,RxJava,FlowableSwitchMapMaybe,0,83,4786,51,592,16,2253,3.8057432432432434,2.4037162162162162,41,544,1,1,3,19,2,0,0,0,0
1130,RxJava,OtherMaybeObserver,0,19,533,4,37,7,243,6.5675675675675675,4.351351351351352,19,61,0,0,0,0,0,0,0,0,0
1131,RxJava,FlowableConcatMapMaybeEmptyPerf,0,49,1456,12,186,15,739,3.9731182795698925,2.032258064516129,30,176,0,0,0,0,0,0,0,0,0
1132,RxJava,BufferSupplier,0,4,50,0,0,5,23,0,0,6,5,0,0,0,0,0,0,0,0,0
1133,RxJava,ZipWithTckTest,0,16,326,3,53,12,175,3.30188679245283,1.6415094339622642,17,43,0,0,0,0,0,0,0,0,0
1134,RxJava,ScheduledRunnableTest,20,83,7213,133,1426,18,3763,2.6388499298737726,1.1339410939691446,32,989,2,1,11,5,0,0,28,0,0
1135,RxJava,BufferExactBoundarySubscriber,0,64,1974,28,320,10,1039,3.246875,2.296875,33,277,2,2,0,8,0,0,0,0,0
1136,RxJava,NotificationLiteTest,2,28,498,15,84,9,217,2.5833333333333335,1.0119047619047619,14,65,0,0,0,0,0,1,4,0,0
1137,RxJava,ContainsMaybeObserver,0,25,891,8,92,9,394,4.282608695652174,2.717391304347826,22,111,0,0,0,1,0,0,0,0,0
1138,RxJava,SampleTimedNoLast,0,17,333,2,15,7,132,8.8,6.066666666666666,19,31,0,0,0,0,0,0,0,0,0
1139,RxJava,FlowableReduceMaybe,0,51,1747,15,198,13,900,4.545454545454546,2.797979797979798,33,221,1,1,0,6,2,0,0,0,0
1140,RxJava,MaybeTimerTest,1,21,505,11,92,12,232,2.5217391304347827,1.2608695652173914,18,66,0,0,0,0,0,0,3,0,0
1141,RxJava,SingleFlatMapFlowableTckTest,0,18,331,4,47,13,181,3.851063829787234,1.5319148936170213,16,38,0,0,0,0,0,0,0,0,0
1142,RxJava,HideMaybeObserver,0,20,683,7,61,9,310,5.081967213114754,3.639344262295082,22,81,0,0,0,1,0,0,0,0,0
1143,RxJava,WindowExactBoundedSubscriber,0,90,4849,79,890,19,2539,2.852808988764045,1.5460674157303371,38,658,0,0,2,33,11,0,0,0,0
1144,RxJava,ObservableBufferBoundarySupplier,0,71,3808,45,538,13,1903,3.537174721189591,2.0780669144981414,32,474,4,4,0,12,0,0,0,0,0
1145,RxJava,FlowableConcatMapEagerTest,66,230,25962,667,5252,24,14465,2.7541888804265042,1.8206397562833205,48,3804,5,2,6,3,1,0,29,0,0
1146,RxJava,TooManyEmptyNewLines,4,57,1763,43,383,25,1125,2.93733681462141,1.080939947780679,38,276,1,0,6,9,2,0,0,0,0
1147,RxJava,JoinSubscriptionBase,0,43,1216,8,161,11,662,4.111801242236025,2.670807453416149,37,155,0,0,3,3,0,0,0,0,0
1148,RxJava,AsyncObserver,0,19,591,7,49,9,257,5.244897959183674,3.3877551020408165,26,61,1,1,0,0,0,0,1,0,0
1149,RxJava,QueueSubscription,0,11,1767,0,0,4,22,0,0,12,24,0,0,0,0,0,0,0,0,0
1150,RxJava,Builder,0,10,243,1,27,8,172,6.37037037037037,3.259259259259259,18,36,0,0,0,0,0,0,0,0,0
1151,RxJava,ObservableDelaySubscriptionOtherTest,7,75,4286,108,777,19,1999,2.572715572715573,1.3564993564993566,28,531,1,0,1,0,0,0,10,0,0
1152,RxJava,BlockingObservableNext,0,58,2564,24,278,13,1131,4.068345323741007,2.08273381294964,35,267,1,1,1,9,1,0,0,0,0
1153,RxJava,PublishDisposable,0,22,973,10,66,8,344,5.212121212121212,3.5454545454545454,27,78,0,0,0,4,1,0,0,0,0
1154,RxJava,FlowableMergeWithSingleTest,20,93,6092,165,1344,18,3678,2.736607142857143,1.2418154761904763,27,929,2,0,4,5,0,0,4,0,0
1155,RxJava,ListCompositeDisposable,0,33,2449,25,426,17,1378,3.2347417840375585,1.2652582159624413,36,291,1,1,5,18,0,0,0,0,0
1156,RxJava,NextSubscriber,0,30,736,10,80,12,378,4.725,2.2125,25,90,0,0,1,2,0,0,0,0,0
1157,RxJava,FlowableMergeMaxConcurrentTest,12,104,6521,148,1446,16,3570,2.4688796680497926,1.1887966804979253,39,1016,0,0,20,3,0,0,9,0,0
1158,RxJava,FlowableSubscribeOn,0,57,2530,28,298,15,1199,4.023489932885906,2.6912751677852347,31,311,0,0,0,7,2,0,0,0,0
1159,RxJava,ObservableForEachTest,7,66,2639,51,536,15,1479,2.7593283582089554,1.1791044776119404,29,348,3,0,0,0,0,0,5,0,0
1160,RxJava,NotificationOnError,0,11,333,2,18,8,156,8.666666666666666,4.055555555555555,19,32,0,0,0,0,0,0,0,0,0
1161,RxJava,HideSingleObserver,0,18,596,6,50,9,274,5.48,3.88,21,70,0,0,0,1,0,0,0,0,0
1162,RxJava,FlowableSwitchMapMaybeTest,23,111,10665,233,2319,22,6557,2.827511858559724,1.1677447175506683,32,1447,4,0,4,11,1,0,17,0,0
1163,RxJava,BufferedTimedReplayCallable,0,15,532,1,40,7,229,5.725,4.3,19,61,0,0,0,0,0,0,0,0,0
1164,RxJava,FlowableFromIterable,0,65,4542,58,846,15,2744,3.243498817966903,1.3936170212765957,38,584,10,10,6,37,7,0,0,0,0
1165,RxJava,ParallelReduceFullTest,7,50,2365,52,507,17,1590,3.136094674556213,1.086785009861933,27,336,3,0,1,2,0,0,5,0,0
1166,RxJava,MaybeErrorCallable,0,21,620,6,52,10,228,4.384615384615385,1.8846153846153846,26,53,1,1,0,0,0,0,0,0,0
1167,RxJava,SingleContains,0,30,938,7,84,10,463,5.511904761904762,2.9285714285714284,24,110,1,1,0,0,0,0,0,0,0
1168,RxJava,SingleDoOnTest,20,89,5798,111,1187,18,3860,3.2518955349620895,1.2190395956192082,33,783,3,0,0,0,0,0,12,0,0
1169,RxJava,TimerSubscriber,0,31,805,9,73,12,343,4.698630136986301,2.73972602739726,26,80,0,0,0,3,1,0,0,0,0
1170,RxJava,Resource,0,4,56,0,0,4,16,0,0,5,4,0,0,0,0,0,0,0,0,0
1171,RxJava,WindowSkipSubscriber,0,81,3469,58,666,18,2086,3.1321321321321323,1.6426426426426426,39,502,0,0,6,23,6,0,0,0,0
1172,RxJava,FlowableConcatMap,0,106,8338,123,1294,24,4702,3.633693972179289,1.9173106646058733,43,1113,6,6,2,48,11,0,0,0,0
1173,RxJava,MaybeToObservable,0,32,1424,8,73,10,492,6.739726027397261,4.863013698630137,28,117,0,0,0,1,0,0,0,0,0
1174,RxJava,CallablePublisher,0,13,271,1,14,8,117,8.357142857142858,4.357142857142857,15,24,0,0,0,0,0,0,0,0,0
1175,RxJava,MaybeFlatMapBiSelectorTest,12,51,4059,67,899,18,2666,2.9655172413793105,1.174638487208009,28,546,0,0,0,0,0,0,3,0,0
1176,RxJava,ObservableRetryBiPredicate,0,44,1698,14,175,13,845,4.828571428571428,2.5885714285714285,34,186,1,1,1,4,0,0,0,0,0
1177,RxJava,FlowableConversionTest,2,105,5014,55,808,24,3091,3.8254950495049505,1.3824257425742574,43,595,5,5,1,2,1,0,1,0,0
1178,RxJava,BaseConcatMapSubscriber,0,51,1625,14,212,13,857,4.0424528301886795,3.188679245283019,33,206,0,0,0,6,0,0,0,0,0
1179,RxJava,FlowableToFutureTest,9,83,4454,114,883,13,2065,2.3386183465458665,1.1925254813137034,26,602,0,0,0,0,0,0,0,0,0
1180,RxJava,FlowableConcatWithMaybe,0,40,1551,8,116,11,634,5.4655172413793105,3.4051724137931036,33,146,0,0,0,1,1,0,0,0,0
1181,RxJava,UnicastSubjectTest,26,121,7869,199,1543,16,3943,2.555411535968892,1.3208036292935839,36,1100,2,0,3,2,2,0,22,0,0
1182,RxJava,FlowableObserveOn,0,103,8176,118,1611,17,4608,2.8603351955307263,1.579764121663563,41,1163,4,4,10,67,16,0,0,0,0
1183,RxJava,ObservableRepeatUntil,0,41,1479,13,161,13,728,4.521739130434782,2.5341614906832297,34,167,1,1,1,3,1,0,0,0,0
1184,RxJava,MergeInnerObserver,0,19,491,6,31,7,170,5.483870967741935,4.67741935483871,17,47,0,0,0,0,0,0,0,0,0
1185,RxJava,CrashDummy,0,37,1599,5,163,9,712,4.368098159509202,3.03680981595092,28,165,0,0,0,6,0,0,0,0,0
1186,RxJava,CompletableDoFinally,0,35,1333,14,116,12,521,4.491379310344827,3.103448275862069,25,132,1,1,0,2,0,0,0,0,0
1187,RxJava,IteratorConditionalSubscription,0,30,1478,20,316,14,911,2.882911392405063,1.0253164556962024,34,192,4,4,3,15,2,0,0,0,0
1188,RxJava,MpscFillOnceSimpleQueue,0,30,1211,15,162,11,581,3.5864197530864197,2.3703703703703702,32,150,0,0,2,5,0,0,0,0,0
1189,RxJava,PublishProcessor,0,79,10141,51,638,13,2109,3.30564263322884,1.9764890282131662,45,600,0,0,8,22,5,0,0,0,0
1190,RxJava,FlowableToMapTest,12,68,8868,203,1968,18,4864,2.4715447154471546,1.2657520325203253,27,1305,0,0,0,4,0,0,0,0,0
1191,RxJava,CompletableTimerTest,1,19,492,11,84,12,218,2.5952380952380953,1.2619047619047619,16,63,0,0,0,0,0,0,3,0,0
1192,RxJava,OnCompleteSubscriber,0,15,292,4,23,6,129,5.608695652173913,3.9130434782608696,12,36,0,0,0,0,0,0,0,0,0
1193,RxJava,FutureSubscriberTest,15,74,4183,102,815,14,2346,2.878527607361963,1.2515337423312884,32,600,10,8,3,2,0,0,22,0,0
1194,RxJava,HasUpstreamObservableSource,0,4,333,0,0,5,26,0,0,11,7,0,0,0,0,0,0,0,0,0
1195,RxJava,SlowObservable,0,38,1016,16,142,20,595,4.190140845070423,1.4366197183098592,31,120,1,1,1,1,1,0,0,0,0
1196,RxJava,ConcatMapDelayed,0,68,2287,44,432,21,1358,3.1435185185185186,1.2569444444444444,39,323,3,3,1,18,6,0,0,0,0
1197,RxJava,ObservableTimestampTest,4,53,2601,67,532,16,1319,2.4793233082706765,1.3289473684210527,23,383,2,0,0,0,0,0,0,0,0
1198,RxJava,FlowableGroupJoin,0,130,8056,105,1068,18,3859,3.613295880149813,2.697565543071161,41,990,3,3,6,20,6,0,4,0,0
1199,RxJava,BehaviorSubscription,0,57,1956,23,322,17,1076,3.341614906832298,1.8788819875776397,32,241,0,0,1,20,1,0,0,0,0
1200,RxJava,ObservableWindowTests,1,27,642,16,171,15,454,2.654970760233918,0.9239766081871345,22,106,0,0,0,0,0,0,3,0,0
1201,RxJava,ScheduledWorker,0,36,909,8,131,14,471,3.595419847328244,1.618320610687023,30,114,1,1,0,3,1,0,0,0,0
1202,RxJava,PerfAsyncConsumer,0,35,917,10,81,12,406,5.012345679012346,3.9753086419753085,32,96,1,1,1,1,1,0,0,0,0
1203,RxJava,FlowableRetryBiPredicate,0,45,1740,15,197,13,894,4.538071065989848,2.4923857868020303,35,201,1,1,1,5,0,0,0,0,0
1204,RxJava,MaybeEmitter,0,25,3049,0,0,5,106,0,0,16,93,0,0,0,0,0,0,0,0,0
1205,RxJava,MaybeDoOnEvent,0,35,1727,16,184,12,800,4.3478260869565215,2.2717391304347827,30,194,3,3,0,1,0,0,0,0,0
1206,RxJava,TakeUntilOtherMaybeObserver,0,22,560,4,30,7,215,7.166666666666667,5.833333333333333,21,54,0,0,0,0,0,0,0,0,0
1207,RxJava,BlockingObservableLatest,0,52,1886,21,185,13,753,4.07027027027027,1.9405405405405405,32,179,1,1,0,5,0,0,0,0,0
1208,RxJava,FlowableFromArray,0,54,3122,23,580,15,1983,3.418965517241379,1.5706896551724139,40,437,0,0,6,24,6,0,0,0,0
1209,RxJava,ObservableSkipUntil,0,36,1908,16,217,10,959,4.419354838709677,2.5944700460829493,26,246,0,0,0,4,1,0,0,0,0
1210,RxJava,SortedTckTest,0,11,165,2,11,8,73,6.636363636363637,3.272727272727273,14,19,0,0,0,0,0,0,0,0,0
1211,RxJava,FlowableNever,0,10,244,1,9,7,101,11.222222222222221,6.444444444444445,17,21,0,0,0,0,0,0,0,0,0
1212,RxJava,ObservableGroupByTest,37,240,31106,581,6332,27,18061,2.852337334175616,1.2490524320909666,48,4113,6,6,2,17,9,0,49,0,0
1213,RxJava,FutureObserverTest,17,88,5665,149,1082,16,3064,2.831792975970425,1.1802218114602587,33,791,17,8,4,2,0,0,31,0,0
1214,RxJava,GenerateTckTest,0,21,363,5,66,14,226,3.4242424242424243,1.4242424242424243,19,50,0,0,0,1,0,0,0,0,0
1215,RxJava,SingleDoOnSubscribe,0,31,1220,9,103,10,545,5.29126213592233,2.8446601941747574,28,124,1,1,0,2,0,0,0,0,0
1216,RxJava,SortedJoinSubscription,0,71,2762,47,606,21,1827,3.014851485148515,1.3993399339933994,43,447,1,1,6,23,3,0,0,0,0
1217,RxJava,ObservableSource,0,8,375,0,0,7,44,0,0,14,13,0,0,0,0,0,0,0,0,0
1218,RxJava,SourceObserver,0,64,2927,39,432,16,1577,3.650462962962963,2.3703703703703702,37,381,2,2,1,15,0,0,0,0,0
1219,RxJava,TrackingWorker,0,17,266,3,17,6,102,6,4.176470588235294,14,29,0,0,0,0,0,0,0,0,0
1220,RxJava,ConcatMaybeObserver,0,64,1938,28,307,17,1065,3.469055374592834,1.9381107491856677,37,263,0,0,1,11,4,0,0,0,0
1221,RxJava,OnErrorNotImplementedExceptionTest,15,50,1947,47,232,9,876,3.7758620689655173,2.1293103448275863,22,230,0,0,0,0,0,0,2,0,0
1222,RxJava,TestSingleThreadedObservable,0,28,952,11,120,18,477,3.975,1.3416666666666666,32,95,2,2,1,0,0,0,0,0,0
1223,RxJava,ObserveOnSingleObserver,0,29,1018,11,106,8,446,4.2075471698113205,3.443396226415094,25,123,0,0,0,2,1,0,0,0,0
1224,RxJava,ForEachWhileSubscriber,0,37,1258,17,162,11,637,3.932098765432099,2.4012345679012346,29,152,3,3,0,4,0,0,0,0,0
1225,RxJava,LimitTckTest,0,11,173,2,14,9,84,6,2.7857142857142856,15,22,0,0,0,0,0,0,0,0,0
1226,RxJava,TimeoutObserver,0,51,2314,35,294,10,1008,3.4285714285714284,2.1122448979591835,31,271,1,1,0,9,2,0,0,0,0
1227,RxJava,ParallelFilterTest,6,41,1604,53,290,17,1004,3.462068965517241,1.0034482758620689,24,221,2,0,2,0,0,0,4,0,0
1228,RxJava,DetachSingleObserver,0,20,828,6,110,9,410,3.727272727272727,2.018181818181818,25,108,0,0,0,3,0,0,0,0,0
1229,RxJava,DematerializeSubscriber,0,27,966,19,123,11,495,4.024390243902439,2.3008130081300813,22,124,0,0,0,7,2,0,0,0,0
1230,RxJava,SingleNullTests,104,235,18487,196,2679,17,9849,3.6763717805151175,3.4624860022396415,44,2224,6,6,6,5,0,0,11,0,0
